time,open,high,low,close,tick_volume,spread,real_volume,point
2024-07-26 12:00:00,2373.274,2390.799,2371.028,2385.132,45107,0,0,0.001
2024-07-26 16:00:00,2385.164,2390.369,2381.125,2386.272,20580,0,0,0.001
2024-07-26 20:00:00,2386.312,2388.853,2385.43,2387.114,3257,0,0,0.001
2024-07-28 20:00:00,2387.944,2403.181,2387.853,2397.091,11156,0,0,0.001
2024-07-29 00:00:00,2397.055,2402.488,2388.599,2394.526,27396,0,0,0.001
2024-07-29 04:00:00,2394.505,2396.263,2389.49,2391.569,23060,0,0,0.001
2024-07-29 08:00:00,2391.558,2395.368,2386.809,2387.729,22971,0,0,0.001
2024-07-29 12:00:00,2387.74,2396.786,2369.495,2376.796,43877,0,0,0.001
2024-07-29 16:00:00,2376.832,2385.49,2374.461,2383.092,22659,0,0,0.001
2024-07-29 20:00:00,2383.048,2384.948,2380.885,2381.143,6869,0,0,0.001
2024-07-30 00:00:00,2381.186,2385.963,2376.471,2385.741,23524,0,0,0.001
2024-07-30 04:00:00,2385.73,2391.971,2385.644,2390.225,22041,0,0,0.001
2024-07-30 08:00:00,2390.264,2392.44,2386.872,2387.115,19560,0,0,0.001
2024-07-30 12:00:00,2387.109,2397.798,2383.32,2385.26,43013,0,0,0.001
2024-07-30 16:00:00,2385.303,2411.07,2384.953,2407.008,30665,0,0,0.001
2024-07-30 20:00:00,2406.975,2412.878,2406.947,2409.807,10825,0,0,0.001
2024-07-31 00:00:00,2409.81,2419.165,2403.877,2416.442,29733,0,0,0.001
2024-07-31 04:00:00,2416.473,2425.51,2414.427,2417.175,26876,0,0,0.001
2024-07-31 08:00:00,2417.137,2423.239,2415.436,2419.576,22582,0,0,0.001
2024-07-31 12:00:00,2419.629,2428.991,2417.27,2423.098,41758,0,0,0.001
2024-07-31 16:00:00,2423.139,2450.827,2421.537,2449.804,41825,0,0,0.001
2024-07-31 20:00:00,2449.758,2450.951,2444.084,2445.743,11733,0,0,0.001
2024-08-01 00:00:00,2445.725,2458.35,2437.256,2442.777,37341,0,0,0.001
2024-08-01 04:00:00,2442.769,2448.819,2439.871,2440.325,27267,0,0,0.001
2024-08-01 08:00:00,2440.282,2442.888,2430.12,2440.725,28570,0,0,0.001
2024-08-01 12:00:00,2440.773,2462.302,2440.271,2445.107,64857,0,0,0.001
2024-08-01 16:00:00,2445.208,2448.761,2434.884,2443.053,33969,0,0,0.001
2024-08-01 20:00:00,2443.021,2447.553,2441.715,2445.844,12193,0,0,0.001
2024-08-02 00:00:00,2445.886,2459.412,2434.872,2454.432,38970,0,0,0.001
2024-08-02 04:00:00,2454.422,2468.48,2454.191,2461.538,30256,0,0,0.001
2024-08-02 08:00:00,2461.586,2465.371,2457.531,2459.259,25741,0,0,0.001
2024-08-02 12:00:00,2459.216,2477.704,2410.794,2433.12,123063,0,0,0.001
2024-08-02 16:00:00,2433.068,2439.293,2422.959,2437.618,42600,0,0,0.001
2024-08-02 20:00:00,2437.645,2442.477,2435.539,2441.892,4851,0,0,0.001
2024-08-04 20:00:00,2441.02,2446.317,2437.915,2440.952,13269,0,0,0.001
2024-08-05 00:00:00,2440.984,2452.51,2413.695,2450.956,69630,0,0,0.001
2024-08-05 04:00:00,2451.022,2458.836,2422.064,2431.98,64792,0,0,0.001
2024-08-05 08:00:00,2432.021,2434.402,2383.239,2386.736,60590,0,0,0.001
2024-08-05 12:00:00,2386.772,2412.236,2364.234,2402.831,114504,0,0,0.001
2024-08-05 16:00:00,2402.782,2413.06,2398.986,2407.676,38274,0,0,0.001
2024-08-05 20:00:00,2407.658,2412.562,2404.34,2404.837,13909,0,0,0.001
2024-08-06 00:00:00,2404.865,2418.371,2404.515,2409.017,39085,0,0,0.001
