time,open,high,low,close,tick_volume,spread,real_volume,point
2024-07-26 12:00:00,2373.274,2379.046,2371.028,2377.456,11512,0,0,0.001
2024-07-26 13:00:00,2377.455,2383.224,2373.945,2381.677,12302,0,0,0.001
2024-07-26 14:00:00,2381.584,2390.799,2380.354,2381.969,13445,0,0,0.001
2024-07-26 15:00:00,2381.914,2386.88,2379.909,2385.132,7848,0,0,0.001
2024-07-26 16:00:00,2385.164,2390.369,2384.606,2389.117,6161,0,0,0.001
2024-07-26 17:00:00,2389.081,2389.21,2381.125,2383.374,5708,0,0,0.001
2024-07-26 18:00:00,2383.37,2386.207,2382.753,2384.311,4442,0,0,0.001
2024-07-26 19:00:00,2384.364,2387.038,2382.656,2386.272,4269,0,0,0.001
2024-07-26 20:00:00,2386.312,2388.853,2385.43,2387.114,3257,0,0,0.001
2024-07-28 22:00:00,2387.944,2403.181,2387.853,2395.767,7041,0,0,0.001
2024-07-28 23:00:00,2395.807,2398.994,2394.621,2397.091,4115,0,0,0.001
2024-07-29 00:00:00,2397.055,2401.614,2397.002,2400.056,5571,0,0,0.001
2024-07-29 01:00:00,2400.086,2402.488,2388.599,2392.725,10995,0,0,0.001
2024-07-29 02:00:00,2392.682,2394.702,2390.894,2393.24,6134,0,0,0.001
2024-07-29 03:00:00,2393.211,2395.228,2391.888,2394.526,4696,0,0,0.001
2024-07-29 04:00:00,2394.505,2395.976,2393.286,2394.824,4110,0,0,0.001
2024-07-29 05:00:00,2394.82,2396.263,2390.218,2392.792,5495,0,0,0.001
2024-07-29 06:00:00,2392.75,2395.44,2390.669,2391.752,5994,0,0,0.001
2024-07-29 07:00:00,2391.765,2394.422,2389.49,2391.569,7461,0,0,0.001
2024-07-29 08:00:00,2391.558,2392.762,2386.926,2390.342,6560,0,0,0.001
2024-07-29 09:00:00,2390.374,2393.49,2389.822,2392.702,5515,0,0,0.001
2024-07-29 10:00:00,2392.783,2395.368,2392.013,2392.608,5191,0,0,0.001
2024-07-29 11:00:00,2392.567,2393.012,2386.809,2387.729,5705,0,0,0.001
2024-07-29 12:00:00,2387.74,2394.19,2385.385,2393.785,8704,0,0,0.001
2024-07-29 13:00:00,2393.777,2396.786,2389.799,2391.849,11181,0,0,0.001
2024-07-29 14:00:00,2391.912,2394.031,2380.045,2381.258,11282,0,0,0.001
2024-07-29 15:00:00,2381.219,2382.993,2369.495,2376.796,12710,0,0,0.001
2024-07-29 16:00:00,2376.832,2378.987,2374.461,2378.082,6138,0,0,0.001
2024-07-29 17:00:00,2378.115,2383.45,2377.441,2378.27,6815,0,0,0.001
2024-07-29 18:00:00,2378.296,2380.777,2376.936,2379.563,4605,0,0,0.001
2024-07-29 19:00:00,2379.619,2385.49,2378.31,2383.092,5101,0,0,0.001
2024-07-29 20:00:00,2383.048,2384.573,2381.247,2383.876,2705,0,0,0.001
2024-07-29 22:00:00,2382.68,2384.948,2382.174,2384.073,1528,0,0,0.001
2024-07-29 23:00:00,2384.074,2384.29,2380.885,2381.143,2636,0,0,0.001
2024-07-30 00:00:00,2381.186,2383.873,2380.17,2381.85,3908,0,0,0.001
2024-07-30 01:00:00,2381.843,2382.425,2376.471,2379.79,8841,0,0,0.001
2024-07-30 02:00:00,2379.739,2383.236,2378.52,2381.743,5778,0,0,0.001
2024-07-30 03:00:00,2381.789,2385.963,2381.454,2385.741,4997,0,0,0.001
2024-07-30 04:00:00,2385.73,2388.334,2385.644,2386.332,3928,0,0,0.001
2024-07-30 05:00:00,2386.4,2389.882,2386.006,2388.703,5504,0,0,0.001
2024-07-30 06:00:00,2388.734,2391.012,2387.731,2390.306,6494,0,0,0.001
2024-07-30 07:00:00,2390.364,2391.971,2388.849,2390.225,6115,0,0,0.001
2024-07-30 08:00:00,2390.264,2391.517,2388.537,2389.458,5126,0,0,0.001
2024-07-30 09:00:00,2389.451,2390.079,2387.795,2389.089,4518,0,0,0.001
2024-07-30 10:00:00,2389.057,2392.44,2387.867,2391.646,4851,0,0,0.001
2024-07-30 11:00:00,2391.668,2392.165,2386.872,2387.115,5065,0,0,0.001
2024-07-30 12:00:00,2387.109,2388.327,2385.669,2386.505,6608,0,0,0.001
2024-07-30 13:00:00,2386.552,2397.798,2385.739,2394.102,13233,0,0,0.001
2024-07-30 14:00:00,2394.048,2395.975,2387.588,2391.73,13435,0,0,0.001
2024-07-30 15:00:00,2391.682,2392.454,2383.32,2385.26,9737,0,0,0.001
2024-07-30 16:00:00,2385.303,2400.277,2384.953,2399.745,8218,0,0,0.001
2024-07-30 17:00:00,2399.773,2411.07,2399.773,2405.703,12761,0,0,0.001
2024-07-30 18:00:00,2405.735,2407.363,2403.606,2404.83,5205,0,0,0.001
2024-07-30 19:00:00,2404.847,2408.413,2403.779,2407.008,4481,0,0,0.001
2024-07-30 20:00:00,2406.975,2412.878,2406.947,2411.011,4858,0,0,0.001
2024-07-30 22:00:00,2409.447,2410.926,2408.001,2409.19,2873,0,0,0.001
2024-07-30 23:00:00,2409.225,2410.274,2408.499,2409.807,3094,0,0,0.001
2024-07-31 00:00:00,2409.81,2410.034,2407.818,2408.966,3988,0,0,0.001
2024-07-31 01:00:00,2408.919,2412.233,2403.877,2409.132,9364,0,0,0.001
2024-07-31 02:00:00,2409.071,2409.395,2404.085,2407.383,7106,0,0,0.001
2024-07-31 03:00:00,2407.377,2419.165,2407.162,2416.442,9275,0,0,0.001
2024-07-31 04:00:00,2416.473,2421.395,2414.427,2421.136,6072,0,0,0.001
2024-07-31 05:00:00,2421.136,2422.2,2417.296,2417.793,6073,0,0,0.001
2024-07-31 06:00:00,2417.752,2425.51,2416.404,2421.278,7539,0,0,0.001
2024-07-31 07:00:00,2421.322,2421.909,2415.85,2417.175,7192,0,0,0.001
