time,open,high,low,close,tick_volume,spread,real_volume,point
2024-07-26 14:00:00,2381.584,2390.799,2379.909,2385.132,21293,0,0,0.001
2024-07-26 16:00:00,2385.164,2390.369,2381.125,2383.374,11869,0,0,0.001
2024-07-26 18:00:00,2383.37,2387.038,2382.656,2386.272,8711,0,0,0.001
2024-07-26 20:00:00,2386.312,2388.853,2385.43,2387.114,3257,0,0,0.001
2024-07-28 22:00:00,2387.944,2403.181,2387.853,2397.091,11156,0,0,0.001
2024-07-29 00:00:00,2397.055,2402.488,2388.599,2392.725,16566,0,0,0.001
2024-07-29 02:00:00,2392.682,2395.228,2390.894,2394.526,10830,0,0,0.001
2024-07-29 04:00:00,2394.505,2396.263,2390.218,2392.792,9605,0,0,0.001
2024-07-29 06:00:00,2392.75,2395.44,2389.49,2391.569,13455,0,0,0.001
2024-07-29 08:00:00,2391.558,2393.49,2386.926,2392.702,12075,0,0,0.001
2024-07-29 10:00:00,2392.783,2395.368,2386.809,2387.729,10896,0,0,0.001
2024-07-29 12:00:00,2387.74,2396.786,2385.385,2391.849,19885,0,0,0.001
2024-07-29 14:00:00,2391.912,2394.031,2369.495,2376.796,23992,0,0,0.001
2024-07-29 16:00:00,2376.832,2383.45,2374.461,2378.27,12953,0,0,0.001
2024-07-29 18:00:00,2378.296,2385.49,2376.936,2383.092,9706,0,0,0.001
2024-07-29 20:00:00,2383.048,2384.573,2381.247,2383.876,2705,0,0,0.001
2024-07-29 22:00:00,2382.68,2384.948,2380.885,2381.143,4164,0,0,0.001
2024-07-30 00:00:00,2381.186,2383.873,2376.471,2379.79,12749,0,0,0.001
2024-07-30 02:00:00,2379.739,2385.963,2378.52,2385.741,10775,0,0,0.001
2024-07-30 04:00:00,2385.73,2389.882,2385.644,2388.703,9432,0,0,0.001
2024-07-30 06:00:00,2388.734,2391.971,2387.731,2390.225,12609,0,0,0.001
2024-07-30 08:00:00,2390.264,2391.517,2387.795,2389.089,9644,0,0,0.001
2024-07-30 10:00:00,2389.057,2392.44,2386.872,2387.115,9916,0,0,0.001
2024-07-30 12:00:00,2387.109,2397.798,2385.669,2394.102,19841,0,0,0.001
2024-07-30 14:00:00,2394.048,2395.975,2383.32,2385.26,23172,0,0,0.001
2024-07-30 16:00:00,2385.303,2411.07,2384.953,2405.703,20979,0,0,0.001
2024-07-30 18:00:00,2405.735,2408.413,2403.606,2407.008,9686,0,0,0.001
2024-07-30 20:00:00,2406.975,2412.878,2406.947,2411.011,4858,0,0,0.001
2024-07-30 22:00:00,2409.447,2410.926,2408.001,2409.807,5967,0,0,0.001
2024-07-31 00:00:00,2409.81,2412.233,2403.877,2409.132,13352,0,0,0.001
2024-07-31 02:00:00,2409.071,2419.165,2404.085,2416.442,16381,0,0,0.001
2024-07-31 04:00:00,2416.473,2422.2,2414.427,2417.793,12145,0,0,0.001
2024-07-31 06:00:00,2417.752,2425.51,2415.85,2417.175,14731,0,0,0.001
2024-07-31 08:00:00,2417.137,2422.301,2415.436,2420.953,11808,0,0,0.001
2024-07-31 10:00:00,2420.984,2423.239,2417.568,2419.576,10774,0,0,0.001
2024-07-31 12:00:00,2419.629,2427.556,2417.27,2426.116,21102,0,0,0.001
2024-07-31 14:00:00,2426.192,2428.991,2419.155,2423.098,20656,0,0,0.001
2024-07-31 16:00:00,2423.139,2428.987,2422.397,2425.837,11876,0,0,0.001
2024-07-31 18:00:00,2426.011,2450.827,2421.537,2449.804,29949,0,0,0.001
2024-07-31 20:00:00,2449.758,2450.951,2446.193,2447.786,5662,0,0,0.001
2024-07-31 22:00:00,2449.173,2449.505,2444.084,2445.743,6071,0,0,0.001
2024-08-01 00:00:00,2445.725,2458.35,2445.194,2451.357,20169,0,0,0.001
2024-08-01 02:00:00,2451.407,2451.459,2437.256,2442.777,17172,0,0,0.001
2024-08-01 04:00:00,2442.769,2447.968,2442.418,2446.906,11409,0,0,0.001
2024-08-01 06:00:00,2446.86,2448.819,2439.871,2440.325,15858,0,0,0.001
2024-08-01 08:00:00,2440.282,2442.323,2430.12,2432.937,15741,0,0,0.001
2024-08-01 10:00:00,2432.983,2442.888,2431.97,2440.725,12829,0,0,0.001
2024-08-01 12:00:00,2440.773,2457.355,2440.271,2453.69,27589,0,0,0.001
2024-08-01 14:00:00,2453.699,2462.302,2442.058,2445.107,37268,0,0,0.001
2024-08-01 16:00:00,2445.208,2448.761,2435.812,2439.283,20476,0,0,0.001
2024-08-01 18:00:00,2439.24,2444.099,2434.884,2443.053,13493,0,0,0.001
2024-08-01 20:00:00,2443.021,2447.553,2441.715,2446.649,4273,0,0,0.001
2024-08-01 22:00:00,2446.364,2447.374,2443.631,2445.844,7920,0,0,0.001
2024-08-02 00:00:00,2445.886,2452.36,2434.872,2447.179,20151,0,0,0.001
2024-08-02 02:00:00,2447.209,2459.412,2446.673,2454.432,18819,0,0,0.001
2024-08-02 04:00:00,2454.422,2466.889,2454.191,2466.678,12523,0,0,0.001
2024-08-02 06:00:00,2466.72,2468.48,2460.216,2461.538,17733,0,0,0.001
2024-08-02 08:00:00,2461.586,2465.312,2460.858,2463.884,12357,0,0,0.001
2024-08-02 10:00:00,2463.912,2465.371,2457.531,2459.259,13384,0,0,0.001
2024-08-02 12:00:00,2459.216,2477.704,2455.722,2469.775,51684,0,0,0.001
2024-08-02 14:00:00,2469.824,2474.369,2410.794,2433.12,71379,0,0,0.001
2024-08-02 16:00:00,2433.068,2439.293,2422.959,2427.846,28220,0,0,0.001
2024-08-02 18:00:00,2427.787,2438.237,2425.587,2437.618,14380,0,0,0.001
2024-08-02 20:00:00,2437.645,2442.477,2435.539,2441.892,4851,0,0,0.001
2024-08-04 22:00:00,2441.02,2446.317,2437.915,2440.952,13269,0,0,0.001
2024-08-05 00:00:00,2440.984,2441.927,2413.695,2439.426,47725,0,0,0.001
2024-08-05 02:00:00,2439.442,2452.51,2433.006,2450.956,21905,0,0,0.001
2024-08-05 04:00:00,2451.022,2458.836,2432.395,2437.913,27968,0,0,0.001
2024-08-05 06:00:00,2437.961,2445.624,2422.064,2431.98,36824,0,0,0.001
2024-08-05 08:00:00,2432.021,2434.402,2419.145,2424.084,25882,0,0,0.001
2024-08-05 10:00:00,2424.171,2425.655,2383.239,2386.736,34708,0,0,0.001
2024-08-05 12:00:00,2386.772,2396.993,2364.234,2393.34,68659,0,0,0.001
2024-08-05 14:00:00,2393.309,2412.236,2386.894,2402.831,45845,0,0,0.001
2024-08-05 16:00:00,2402.782,2408.73,2398.986,2405.023,23370,0,0,0.001
2024-08-05 18:00:00,2405.013,2413.06,2403.7,2407.676,14904,0,0,0.001
2024-08-05 20:00:00,2407.658,2411.608,2405.412,2409.343,5384,0,0,0.001
2024-08-05 22:00:00,2410.644,2412.562,2404.34,2404.837,8525,0,0,0.001
