time,open,high,low,close,tick_volume,spread,real_volume,point
2024-07-26 12:45:00,2375.275,2379.046,2375.211,2377.456,2607,0,0,0.001
2024-07-26 13:00:00,2377.455,2379.603,2373.945,2376.484,3160,0,0,0.001
2024-07-26 13:15:00,2376.46,2379.975,2374.54,2378.946,2519,0,0,0.001
2024-07-26 13:30:00,2378.916,2382.749,2376.419,2381.758,3829,0,0,0.001
2024-07-26 13:45:00,2381.713,2383.224,2378.801,2381.677,2794,0,0,0.001
2024-07-26 14:00:00,2381.584,2389.525,2380.354,2388.909,4144,0,0,0.001
2024-07-26 14:15:00,2388.957,2390.799,2384.31,2384.893,3551,0,0,0.001
2024-07-26 14:30:00,2384.931,2387.059,2382.543,2387.058,3070,0,0,0.001
2024-07-26 14:45:00,2387.031,2387.621,2380.934,2381.969,2680,0,0,0.001
2024-07-26 15:00:00,2381.914,2384.436,2379.909,2382.549,2697,0,0,0.001
2024-07-26 15:15:00,2382.521,2386.526,2381.657,2384.647,2058,0,0,0.001
2024-07-26 15:30:00,2384.597,2386.88,2383.722,2385.856,1638,0,0,0.001
2024-07-26 15:45:00,2385.859,2386.367,2384.308,2385.132,1455,0,0,0.001
2024-07-26 16:00:00,2385.164,2386.514,2384.606,2386.353,1566,0,0,0.001
2024-07-26 16:15:00,2386.355,2389.113,2385.531,2387.834,1609,0,0,0.001
2024-07-26 16:30:00,2387.842,2389.068,2386.671,2388.271,1423,0,0,0.001
2024-07-26 16:45:00,2388.234,2390.369,2388.067,2389.117,1563,0,0,0.001
2024-07-26 17:00:00,2389.081,2389.21,2385.667,2385.994,1463,0,0,0.001
2024-07-26 17:15:00,2386.041,2386.54,2381.732,2382.129,1504,0,0,0.001
2024-07-26 17:30:00,2382.158,2383.31,2381.125,2382.545,1506,0,0,0.001
2024-07-26 17:45:00,2382.496,2384.633,2382.195,2383.374,1235,0,0,0.001
2024-07-26 18:00:00,2383.37,2384.997,2382.968,2384.312,1131,0,0,0.001
2024-07-26 18:15:00,2384.312,2386.207,2384.051,2385.378,1168,0,0,0.001
2024-07-26 18:30:00,2385.379,2385.392,2383.906,2384.9,1025,0,0,0.001
2024-07-26 18:45:00,2384.905,2385.198,2382.753,2384.311,1118,0,0,0.001
2024-07-26 19:00:00,2384.364,2384.449,2382.656,2383.862,1025,0,0,0.001
2024-07-26 19:15:00,2383.863,2386.439,2382.919,2385.618,1039,0,0,0.001
2024-07-26 19:30:00,2385.662,2385.693,2384.259,2385.059,1057,0,0,0.001
2024-07-26 19:45:00,2385.06,2387.038,2384.069,2386.272,1148,0,0,0.001
2024-07-26 20:00:00,2386.312,2388.265,2385.642,2385.929,1076,0,0,0.001
2024-07-26 20:15:00,2385.921,2386.545,2385.43,2386.464,682,0,0,0.001
2024-07-26 20:30:00,2386.45,2387.978,2385.973,2387.978,765,0,0,0.001
2024-07-26 20:45:00,2388.007,2388.853,2386.98,2387.114,734,0,0,0.001
2024-07-28 22:00:00,2387.944,2398.211,2387.853,2397.398,1528,0,0,0.001
2024-07-28 22:15:00,2397.388,2403.181,2395.855,2397.165,2957,0,0,0.001
2024-07-28 22:30:00,2397.153,2398.368,2395.552,2396.516,1322,0,0,0.001
2024-07-28 22:45:00,2396.509,2396.707,2395.069,2395.767,1234,0,0,0.001
2024-07-28 23:00:00,2395.807,2396.392,2394.621,2395.107,935,0,0,0.001
2024-07-28 23:15:00,2395.117,2397.323,2394.666,2395.711,966,0,0,0.001
2024-07-28 23:30:00,2395.71,2398.994,2394.999,2398.202,1142,0,0,0.001
2024-07-28 23:45:00,2398.164,2398.733,2395.92,2397.091,1072,0,0,0.001
2024-07-29 00:00:00,2397.055,2399.17,2397.002,2399.027,1413,0,0,0.001
2024-07-29 00:15:00,2399.03,2399.116,2397.529,2398.748,995,0,0,0.001
2024-07-29 00:30:00,2398.682,2400.409,2398.22,2399.473,1189,0,0,0.001
2024-07-29 00:45:00,2399.454,2401.614,2397.842,2400.056,1974,0,0,0.001
2024-07-29 01:00:00,2400.086,2402.488,2396.762,2397.651,3930,0,0,0.001
2024-07-29 01:15:00,2397.577,2398.135,2395.296,2395.785,2184,0,0,0.001
2024-07-29 01:30:00,2395.803,2396.175,2390.767,2393.065,2457,0,0,0.001
2024-07-29 01:45:00,2393.034,2393.924,2388.599,2392.725,2424,0,0,0.001
2024-07-29 02:00:00,2392.682,2394.214,2390.894,2392.756,1745,0,0,0.001
2024-07-29 02:15:00,2392.686,2393.577,2391.258,2393.367,1475,0,0,0.001
2024-07-29 02:30:00,2393.347,2394.702,2392.733,2393.667,1553,0,0,0.001
2024-07-29 02:45:00,2393.621,2393.621,2391.308,2393.24,1361,0,0,0.001
2024-07-29 03:00:00,2393.211,2395.222,2392.336,2394.882,1540,0,0,0.001
2024-07-29 03:15:00,2394.911,2395.228,2392.153,2393.346,1282,0,0,0.001
2024-07-29 03:30:00,2393.314,2394.583,2391.888,2394.144,930,0,0,0.001
2024-07-29 03:45:00,2394.221,2394.76,2393.354,2394.526,944,0,0,0.001
2024-07-29 04:00:00,2394.505,2395.976,2394.317,2394.888,1236,0,0,0.001
2024-07-29 04:15:00,2394.897,2395.476,2393.879,2394.413,883,0,0,0.001
2024-07-29 04:30:00,2394.426,2394.885,2393.286,2394.718,1042,0,0,0.001
2024-07-29 04:45:00,2394.679,2395.768,2394.524,2394.824,949,0,0,0.001
2024-07-29 05:00:00,2394.82,2395.828,2394.159,2395.271,1080,0,0,0.001
2024-07-29 05:15:00,2395.319,2396.263,2393.624,2394.08,1087,0,0,0.001
2024-07-29 05:30:00,2394.114,2394.259,2390.218,2392.096,1894,0,0,0.001
2024-07-29 05:45:00,2392.036,2394.144,2390.626,2392.792,1434,0,0,0.001
2024-07-29 06:00:00,2392.75,2395.44,2392.254,2394.393,1571,0,0,0.001
2024-07-29 06:15:00,2394.441,2394.539,2391.86,2392.381,1263,0,0,0.001
2024-07-29 06:30:00,2392.376,2395.439,2390.784,2391.272,1617,0,0,0.001
2024-07-29 06:45:00,2391.264,2393.418,2390.669,2391.752,1543,0,0,0.001
2024-07-29 07:00:00,2391.765,2392.19,2389.572,2389.948,1588,0,0,0.001
2024-07-29 07:15:00,2389.98,2392.473,2389.49,2392.123,2137,0,0,0.001
2024-07-29 07:30:00,2392.134,2394.422,2391.678,2392.121,1960,0,0,0.001
2024-07-29 07:45:00,2392.08,2393.236,2389.951,2391.569,1776,0,0,0.001
2024-07-29 08:00:00,2391.558,2392.762,2389.308,2390.194,1752,0,0,0.001
2024-07-29 08:15:00,2390.153,2391.363,2387.041,2387.792,1722,0,0,0.001
2024-07-29 08:30:00,2387.796,2390.47,2386.926,2389.902,1454,0,0,0.001
2024-07-29 08:45:00,2389.909,2391.057,2388.853,2390.342,1632,0,0,0.001
2024-07-29 09:00:00,2390.374,2393.176,2390.339,2391.95,1452,0,0,0.001
2024-07-29 09:15:00,2392.024,2393.101,2391.018,2392.731,1294,0,0,0.001
2024-07-29 09:30:00,2392.758,2393.49,2390.348,2390.412,1547,0,0,0.001
2024-07-29 09:45:00,2390.419,2393.175,2389.822,2392.702,1222,0,0,0.001
2024-07-29 10:00:00,2392.783,2394.038,2392.022,2392.975,1299,0,0,0.001
2024-07-29 10:15:00,2392.96,2395.368,2392.013,2394.848,1078,0,0,0.001
2024-07-29 10:30:00,2394.844,2395.198,2392.246,2394.358,1405,0,0,0.001
2024-07-29 10:45:00,2394.354,2395.345,2392.406,2392.608,1409,0,0,0.001
2024-07-29 11:00:00,2392.567,2392.65,2390.811,2391.663,1448,0,0,0.001
2024-07-29 11:15:00,2391.626,2393.012,2390.119,2390.466,1130,0,0,0.001
